"Alkhemikal";12;False;False;0;0;1;1
186;68;211;4;17;5;0
187;48;211;9;17;10;0
188;35;211;11;17;12;0
189;23;211;10;17;11;0
190;10;211;11;17;12;0
191;2;211;6;17;7;0
192;239;192;7;17;8;0
193;230;192;7;17;8;0
194;221;192;7;17;8;0
195;48;192;8;17;9;0
196;195;192;8;17;9;0
197;39;192;7;17;8;0
198;88;173;12;17;13;0
199;72;173;7;17;8;0
200;63;173;7;17;8;0
201;54;173;7;17;8;0
202;45;173;7;17;8;0
203;36;173;7;17;8;0
204;31;173;3;17;4;0
205;26;173;3;17;4;0
206;21;173;3;17;4;0
207;81;173;5;17;5;-1
208;12;173;7;17;8;0
209;237;154;7;17;8;0
210;227;154;8;17;9;0
211;217;154;8;17;9;0
212;207;154;8;17;9;0
213;197;154;8;17;9;0
214;187;154;8;17;9;0
215;181;154;4;17;5;0
216;171;154;8;17;9;0
217;2;173;8;17;9;0
218;102;173;8;17;9;0
219;172;173;8;17;9;0
220;112;173;8;17;9;0
221;11;192;7;17;8;0
222;2;192;7;17;8;0
223;239;173;7;17;8;0
224;230;173;7;17;8;0
225;221;173;7;17;8;0
226;212;173;7;17;8;0
227;203;173;7;17;8;0
228;194;173;7;17;8;0
229;20;192;7;17;8;0
230;182;173;10;17;11;0
231;165;173;5;17;6;0
232;158;173;5;17;6;0
233;151;173;5;17;6;0
234;144;173;5;17;6;0
235;137;173;5;17;6;0
236;132;173;3;17;4;0
237;127;173;3;17;4;0
238;122;173;3;17;4;0
239;221;97;5;17;5;-1
240;149;154;6;17;7;0
241;213;97;6;17;7;0
242;195;40;6;17;7;0
243;245;21;6;17;7;0
244;237;21;6;17;7;0
245;229;21;6;17;7;0
246;221;21;6;17;7;0
247;213;21;6;17;7;0
248;205;21;6;17;7;0
249;196;21;7;17;8;0
250;187;21;7;17;8;0
251;2;40;7;17;8;0
252;178;21;7;17;8;0
253;161;21;6;17;7;0
254;152;21;7;17;8;0
255;144;21;6;17;7;0
256;135;21;7;17;8;0
257;126;21;7;17;8;0
258;117;21;7;17;8;0
259;108;21;7;17;8;0
260;99;21;7;17;8;0
261;169;21;7;17;8;0
262;20;40;7;17;8;0
263;102;40;5;17;6;0
264;29;40;7;17;8;0
265;179;40;5;17;6;0
266;170;40;7;17;8;0
267;163;40;5;17;6;0
268;154;40;7;17;8;0
269;147;40;5;17;6;0
270;138;40;7;17;8;0
271;127;40;9;17;10;0
272;118;40;7;17;8;0
273;186;40;7;17;8;0
274;109;40;7;17;8;0
275;95;40;5;17;6;0
276;86;40;7;17;8;0
277;79;40;5;17;6;0
278;70;40;7;17;8;0
279;63;40;5;17;6;0
280;54;40;7;17;8;0
281;47;40;5;17;6;0
282;38;40;7;17;8;0
283;92;21;5;17;6;0
284;11;40;7;17;8;0
285;84;21;6;17;7;0
286;143;2;7;17;8;0
287;126;2;6;17;7;0
288;117;2;7;17;8;0
289;109;2;6;17;7;0
290;100;2;7;17;8;0
291;92;2;6;17;7;0
292;83;2;7;17;8;0
293;75;2;6;17;7;0
294;65;2;8;17;9;0
295;134;2;7;17;7;-1
296;58;2;5;17;5;-1
297;46;2;5;17;5;-1
298;41;2;3;17;4;0
299;36;2;3;17;4;0
300;30;2;4;17;5;0
301;24;2;4;17;4;-1
302;19;2;3;17;4;0
303;14;2;3;17;4;0
304;9;2;3;17;4;0
305;53;2;3;17;4;0
306;152;2;7;17;8;0
307;235;2;5;17;6;0
308;161;2;6;17;7;0
309;60;21;4;17;4;-1
310;50;21;8;17;9;0
311;41;21;7;17;7;-1
312;32;21;7;17;8;0
313;23;21;7;17;8;0
314;17;21;4;17;4;-1
315;8;21;7;17;8;0
316;2;21;4;17;4;-1
317;66;21;7;17;8;0
318;242;2;6;17;6;-1
319;226;2;7;17;8;0
320;218;2;6;17;6;-1
321;209;2;7;17;8;0
322;203;2;4;17;4;-1
323;194;2;7;17;8;0
324;186;2;6;17;7;0
325;177;2;7;17;8;0
326;169;2;6;17;7;0
327;75;21;7;17;8;0
328;203;40;6;17;7;0
329;55;78;7;17;8;0
330;211;40;7;17;8;0
331;234;78;6;17;7;0
332;224;78;8;17;9;0
333;216;78;6;17;7;0
334;206;78;8;17;9;0
335;198;78;6;17;7;0
336;188;78;8;17;9;0
337;180;78;6;17;7;0
338;166;78;12;17;13;0
339;242;78;10;17;11;0
340;156;78;8;17;9;0
341;142;78;5;17;6;0
342;132;78;8;17;9;0
343;125;78;5;17;6;0
344;115;78;8;17;9;0
345;108;78;5;17;6;0
346;99;78;7;17;8;0
347;92;78;5;17;6;0
348;83;78;7;17;8;0
349;149;78;5;17;6;0
350;13;97;7;17;8;0
351;107;97;5;17;6;0
352;22;97;7;17;8;0
353;185;97;5;17;6;0
354;175;97;8;17;9;0
355;168;97;5;17;6;0
356;158;97;8;17;9;0
357;150;97;6;17;7;0
358;140;97;8;17;8;-1
359;134;97;4;17;5;0
360;124;97;8;17;9;0
361;192;97;7;17;8;0
362;114;97;8;17;9;0
363;98;97;7;17;8;0
364;88;97;8;17;9;0
365;79;97;7;17;8;0
366;69;97;8;17;9;0
367;60;97;7;17;8;0
368;50;97;8;17;9;0
369;41;97;7;17;8;0
370;31;97;8;17;9;0
371;74;78;7;17;8;0
372;2;97;9;17;10;0
373;64;78;8;17;9;0
374;123;59;7;17;8;0
375;109;59;6;17;7;0
376;100;59;7;17;8;0
377;91;59;7;17;8;0
378;83;59;6;17;7;0
379;74;59;7;17;8;0
380;66;59;6;17;7;0
381;57;59;7;17;8;0
382;49;59;6;17;7;0
383;117;59;4;17;5;0
536;40;59;7;17;8;0
537;27;59;5;17;6;0
538;17;59;8;17;9;0
539;11;59;4;17;5;0
7682;2;59;7;17;8;0
7683;246;40;7;17;7;-1
7690;237;40;7;17;8;0
7691;228;40;7;17;8;0
7710;220;40;6;17;7;0
7711;34;59;4;17;5;0
7744;132;59;11;17;12;0
7745;223;59;8;17;9;0
7766;145;59;7;17;8;0
7767;43;78;6;17;7;0
7776;34;78;7;17;8;0
7777;27;78;5;17;6;0
7786;17;78;8;17;9;0
7787;11;78;4;17;5;0
8211;2;78;7;17;8;0
8212;241;59;10;17;11;0
8216;237;59;2;17;3;0
8217;51;78;2;17;3;0
8218;233;59;2;17;3;0
8220;216;59;5;17;6;0
8221;209;59;5;17;6;0
8222;202;59;5;17;6;0
8230;192;59;8;17;9;0
8240;178;59;12;17;13;0
8249;171;59;5;17;6;0
8250;164;59;5;17;6;0
8364;154;59;8;17;9;0
8482;201;97;10;17;11;0
9647;133;211;9;17;16;3
